,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
211,"Most of the Brigitte Bardot movies I've seen have failed to take full advantage of her captivating screen presence. Unfortunately, she was given few really good roles in movies of undeniable quality, which was a real oversight. She deserved them and was able to demonstrate her full cinematic power when they came her way. As Genevieve in ""Love on a Pillow"" we had a clear exception to the trend of light, fluffy vehicles, for it was an interesting, artistic film by any reasonable measure, and in it, a 28-year-old BB was at her most alluring. ""Une Parisienne"" is another, featuring an extremely captivating Brigitte in an interesting, well-crafted comedy that explores how an ambitious lady's man can be convinced to remain faithful to an incredibly beautiful young wife. There are several good performances here. Her playboy husband, Michel, is one, ""the prince,"" played by Charles Boyer, is another, with entertaining efforts by a good supporting cast. As for Brigitte Bardot, the way she looks in this movie is the way I remember her as a kid in the fifties. She was 23 in 1957 and way ahead of her time, more beautiful than any other actress of the period, including Marilyn Monroe. Her curvy, coquettish sexuality, amply displayed in several bosom-baring, skintight dresses, simply jumps off the screen. She was more hip and cute than the women of America are today, nearly fifty years later. Obsessed with their careers and still desperately clinging to feminist politics, they come off like a bunch of clueless lesbians. In stark contrast, the sex kitten was sexually liberated, intelligent, and clearly independent long before it was fashionable, yet while fully understanding the power of her exceptional femininity, she used it for a higher purpose than mere self-interest -- she believed in love. A still photo simply could not do her justice. You had to watch her slender yet voluptuous form (with its 20-inch waist) lightly cross a room. You had to see that wild blonde mane, gaze into her big, brown, seductive eyes, and listen as her full, pouting lips spoke French. In a closeup at the end of this movie she winks and flirts with the camera, her beautiful orbs twinkling. What a babe! For fans of Brigitte Bardot, ""Une Parisienne"" is not to be missed.","Most of the Brigitte Bardot movies I've seen have failed to take full advantage of her captivating screen presence. Unfortunately, she was given few really good roles in movies of undeniable quality, which was a real oversight. She deserved them and was able to demonstrate her full cinematic power when they came her way. As Genevieve in ""Love on a Pillow"" we had a clear exception to the trend of light, fluffy vehicles, for it was an interesting, artistic film by any reasonable measure, and in it, a 28-year-old BB was at her most alluring. ""Une Parisienne"" is another, featuring an extremely captivating Brigitte in an interesting, well-crafted comedy that explores how an ambitious lady's man can be convinced to remain faithful to an incredibly beautiful young wife. There are several good performances here. Her playboy husband, Michel, is one, ""the prince,"" played by Charles Boyer, is another, with entertaining efforts by a good supporting cast. As for Brigitte Bardot, the way she looks in this movie is the way I remember her as a kid in the fifties. She was 23 in 1957 and way ahead of her time, more beautiful than any other actress of the period, including Marilyn Monroe. Her curvy, coquettish sexuality, amply displayed in several bosom-baring, skintight dresses, simply jumps off the screen. She was more hip and cute than the women of America are today, nearly fifty years later. Obsessed with their careers and still desperately clinging to feminist politics, they come off like a bunch of clueless lesbians. In stark contrast, the sex kitten was sexually liberated, intelligent, and clearly independent long before it was fashionable, yet while fully understanding the power of her exceptional femininity, she used it for a higher purpose than mere self-interest -- she believed in love. A still photo simply could not do her justice. You had to watch her slender yet voluptuous form (with its 20-inch waist) lightly cross a room. You had to see that wild blonde mane, gaze into her big, brown, seductive eyes, and listen as her full, pouting lips spoke French. In a closeup at the end of this movie she winks and flirts with the camera, her beautiful orbs twinkling. What a babe! For fans of Brigitte Bardot, ""Une Parisienne"" is not to be missed.",0.9996652603149414,0.9996652603149414,0,0,1,1,Skipped
212,"The original story and funny compelling characters went over well for a teen girls slumber party movie (2 times now). I loved it, it was fun and moved quickly, no boring drawn out scenes. It is violent and has a little language (though most of it is covered up). Its a great movie. David Strickland was a terrific actor. Ron Eldard gave a wonderful performance. I watch it with the girls every time.","The original story and funny lead characters went over well for a teen girls slumber party movie (2 movie now). they loved it, it was fun and moved fast, no boring breaks out scenes. It is violent and has a few language (like most of it is covered up). Its a great movie. David ovich was a great actor. Ron Eldard gave a wonderful performance. I love it with the girls every time.",0.0002654194831848,0.0008729100227355,1,1,1,143,Failed
213,"Visitors is a hard, hard movie to enjoy. It's so slow and leaden in it's pacing that at times I was drifting off during the film. This was about 11AM on a hot, sunny day, I might add, not midnight on a cold winter evening, so you get an idea of just how slow this movie is.<br /><br />Strange thing is, it's not long. At 100 minutes it's only ten minutes longer than the average straight to video, and it's only fifteen minutes longer than the superior Darkwolf that I'd quite happily watched the day before. It just drags an awful lot, enough for you to lose interest.<br /><br />When it's not mistaking S-L-O-O-W development for atmosphere, Visitors is good enough at action to almost make it excusable how slowly things happen. While the flashbacks are both cheap and annoying as a way to round out Radha Mitchell's boats-woman, the hauntings/aliens/whatever are actually quite creepy and effective, especially when her suicidal mother turns up and starts groaning in the night. Full marks for not splurging make-up all over the shop too. The single person boat is a creepy place, and at times the movie uses the full power of the location and the deserted sea to scare the hell out of you.<br /><br />Still though, I find it hard to recommend Visitors. I came out of it not only feeling like I'd just watched a 4 hour film, not a 100 minute one, but also feeling like I'd been cheated somehow, as while offering many explanations as to the hauntings (Mind games? Real ghosts? Space aliens?) Visitors doesn't pick one for definite. All that watching Radha Mitchell talk to her cat and Dominic Purcell smoulder for no obvious reason about some unexplained horrific event in the past, for nothing?. Say what you like about Shyamalan, but at least he tells you what happened, however crazy/stupid you might think it. If you don't watch a lot of these movies, your fresh perspective will probably improve matters somewhat, but I found this slow, boring and highly derivative. If you want to scare yourself silly there are much better places to do it, if you want a clever thriller there are many that are smarter.","Visitors is a hard, hard movie to enjoy. be so slow and leaden in it's pacing that at times I was drifting off during the film. This was about 11AM on a hot, sunny day, I might add, not midnight on a cold winter evening, so you get an idea of just how slow this movie is.<br /><br />Strange thing is, it's not long. At 100 minutes it's only ten minutes longer than the average straight to video, and it's only fifteen minutes longer than the superior Darkwolf that I'd quite happily watched the day before. It just drags an awful lot, enough for you to lose interest.<br /><br />When it's not mistaking S-L-O-O-W development for atmosphere, Visitors is good enough at action to almost make it excusable how slowly things happen. While the flashbacks are both cheap and annoying as a way to round out Radha Mitchell's boats-woman, the hauntings/aliens/whatever are actually quite creepy and effective, especially when her suicidal mother turns up and starts groaning in the night. Full marks for not splurging make-up all over the shop too. The single person boat is a creepy place, and at times the movie uses the full power of the location and the deserted sea to scare the hell out of you.<br /><br />Still though, I find it easy to recommend Visitors. I came out of it not only feeling like I'd just watched a 4 hour film, not a 100 minute one, but also feeling like mine been cheated somehow, as while offering many explanations as to the hauntings (Mind games? Real ghosts? Space aliens?) Visitors doesn't pick one for definite. All that watching Radha Mitchell talk to her cat and Dominic Purcell smoulder for no obvious reason about some unexplained horrific event in the past, for nothing?. Say what you like about Shyamalan, but at least he tells you what happened, however crazy/stupid you might think it. If you don't watch a lot of these movies, your fresh perspective will probably improve matters somewhat, but me found this slow, interesting and highly derivative. If you want to scare yourself silly there are much better places to do it, if you want a clever thriller there are many that are smarter.",0.0003714561462402,0.8322996497154236,0,1,0,249,Successful
214,"Double Shock is one of the many good Columbo episodes which reaches the level of a good movie.<br /><br />It has all the elements we like in the Columbo episodes. We get the laugh when Columbo makes something clumsy, and it happens more than once in Double Shock. I can almost guarantee that you will laugh several times if you decide to watch this episode.<br /><br />We also get the riddle as usual with an almost perfect murder, but something about the murder troubles Columbo. The end is the usual, we get the story about how Columbo solved the mystery.<br /><br />This is another good Columbo-episode, and I will rate it 7/10. It is close to 8/10.<br /><br />""Just one more question"" - The acting? Peter Falk is very good as usual.","Double Shock is two of the many good Columbo episodes which reach the middle of a good movie.<br /><br />It has all the elements we like in the Columbo episodes. it becomes the laugh when Columbo reveals something clumsy, and it happens more than once in doubling Shock. I can almost guarantee that you will laugh many times if you decided to watch this episode.<br /><br />We already completed the riddle as usual with an almost harmless murder, but something about the murder troubles Columbo. a end is the usual, we discuss the stories about how Columbo solved the mystery.<br /><http />This is another good Columbo-episode, and me will rate it 7/10. It is next to 8/10.<br /><br />""okay one more question"" - The acting? Peter Falk is very good as normal.",0.0002297759056091,0.0006704330444335,1,1,1,310,Failed
215,"The real surprise of this effortlessly lightweight movie is how such a top notch cast got assembled for what is nothing more than a hammy uninspiring affair. Presumably it was a proverbial snowball rolling down a hill gathering pace and size and shape. One can imagine that by the time Miranda Richardson got contacted by her agent, the conversation went along the lines of: 'Do you want to shoot a movie in Dublin scripted by Neil Jordan? Michael Caine and Michael Gambon are already in!' This is a dull 'comedy' that sees Michael Caine and Dylan Moran try and pull off a well-planned hustle where Moran must imitate a London gangland boss (whose arrival is imminent) to collect a sizeable sum of cash from local kingpin Michael Gambon. The rest is simply a forgettable romp that is thankfully over quite quickly. Moran is mildly amusing in places but on this evidence is better suited to life on the small screen in hit comedies such as Black Books. Caine is unchallenged in his role and gives a steady performance without being overstretched. One can only imagine what made him sign up for this movie - it can't even have been a summer in Dublin given that many of the scenes look positively autumnal in the background. Gambon actually steals the show, and anyone who has caught some of his performances in the likes of Have I Got News For You will know that he is a wonderfully funny man. But overall the result is disappointing, and it seems a lifetime ago that Neil Jordan was making quality movies of the likes of Mona Lisa.","The real surprise of this effortlessly lightweight movie is how such a top notch cast got assembled for what is nothing more than a hammy uninspiring affair. Presumably it was a proverbial snowball rolling down a hill gathering pace and size and shape. One can imagine that by the time Miranda Richardson got contacted by her agent, the conversation went along the lines of: 'Do you want to shoot a movie in Dublin scripted by Neil Jordan? Michael Caine and Michael Gambon are already in!' This is a solid 'comedy' that sees Michael Caine and Dylan Moran try and pull off a well-planned hustle where Moran must imitate a London gangland boss (whose arrival is imminent) to collect a sizeable sum of cash from local kingpin Michael Gambon. The rest is simply a forgettable romp that is thankfully over quite quickly. Moran is mildly amusing in places but on this evidence is better suited to life on the small screen in hit comedies such as Black Books. Caine is unchallenged in his role and gives a steady performance without being overstretched. One can only imagine what made him sign up for this movie - it can't even have been a summer in Dublin given that many of the scenes look positively autumnal in the background. Gambon actually steals the show, and anyone who has caught some of his performances in the likes of Have I Got News For You will know that he is a wonderfully funny man. But overall the result is disappointing, and it seems a lifetime ago that Neil Jordan was making quality movies of the likes of Mona Lisa.",0.0006207227706909,0.7247291803359985,0,1,0,186,Successful
216,"This is the best of the films (so far) that Christopher Guest has created using his very talented ensemble cast. Previously, they'd made the excellent WAITING FOR GUFFMAN and following BEST IN SHOW, they made the very enjoyable A MIGHTY WIND. As for their latest, FOR YOUR CONSIDERATION, the less said the better.<br /><br />The film appears to be a documentary about dog shows and several contestants in particular. You follow these few chosen dogs from pre-show preparations all the way to the big night where one of them is chosen best in show at the fictitious ""Mayflower Kennel Club"". However, none of these people are real dog show enthusiasts but talent improvisational actors that parody many of the common types of people you meet in the dog show world. Amazingly, even though the characters are rather outlandish, there is a lot of truth to the personalities they are parodying--as decades ago I had some experience with dog shows and this is a VERY cutthroat group of people! My favorites of the dog owners were the incredibly high-pressure and tense yuppie couple who just exuded anger and volatility. I also loved the openly gay couple, as they were terribly funny and clever. However, the best performance probably wasn't from any of the couples but from Fred Willard who played the world's stupidest and least talented announcer in human history. His comments were uniformly inane and often betrayed his as an incredibly stupid person--how he got to be the announcer for such a prestigious show is anyone's guess. The other contestants featured were also quite funny--the high-priced professional poodle handler and its rich owner, the country boy and his hound as well as Winkie's ""parents"" who could barely scrape together enough to make it to the show.<br /><br />Despite the improvised style of film making, the pieces all fit together wonderfully and told a very funny and compelling story--one that is NOT for dog owners only. Exceptional acting made this one of the best comedies of the last decade. Clever and consistently funny.<br /><br />By the way, try to find this on DVD as the extras were actually worth seeing. While a bit painful to watch, I loved seeing Harlan Pepper and his beach ball collection in particular!","This is the best of the films (so far) that Christopher Guest has created using his very talented ensemble cast. Previously, they'd made the excellent WAITING FOR GUFFMAN and following BEST IN SHOW, they made the very enjoyable A MIGHTY WIND. As for their latest, FOR YOUR CONSIDERATION, the less said the better.<br /><br />The film appears to be a documentary about dog shows and several contestants in particular. You follow these few chosen dogs from pre-show preparations all the way to the big night where one of them is chosen best in show at the fictitious ""Mayflower Kennel Club"". However, none of these people are real dog show enthusiasts but talent improvisational actors that parody many of the common types of people you meet in the dog show world. Amazingly, even though the characters are rather outlandish, there is a lot of truth to the personalities they are parodying--as decades ago I had some experience with dog shows and this is a VERY cutthroat piece of people! My favorites of the dog owners were the incredibly high-pressure and tense yuppie couple who just exuded anger and volatility. I also loved the openly gay couple, as they were terribly funny and clever. However, the best performance probably wasn't from any of the couples but from Fred Willard who played the world's stupidest and least talented announcer in human history. His comments were uniformly inane and often betrayed his as an incredibly stupid person--how he got to be the announcer for such a prestigious show is anyone's guess. The other contestants featured were also quite funny--the high-priced professional poodle handler and its rich owners, the country boy and his hound as well as Winkie's ""parents"" who could barely scrape together enough to make it to the show.<br /><br />Despite the improvised style of film making, the pieces all fit together loosely and told a very funny and compelling story--one that is NOT for dog owners only. amazing acting made this one of the best comedies of the last decade. Clever and consistently funny.<br /><br />By the way, try to find this on DVD as the extras were actually worth seeing. While a bit enjoyable to watch, I hate seeing Harlan Pepper and his beach ball collection in particular!",0.0006791353225708,0.5212830305099487,1,0,1,352,Successful
217,"My college theater just had a special screening last night of this film. I have got to say that I think everyone was impressed with how good this movie was. Though, my roommate didn't care for it but he's not into horror movies anyway and just went to see if Paris Hilton can act. By the way, if you're worried about that, don't be. I'm not exactly one of her fans, but I must be honest and say she was pretty good and she has the best death scene. Overall, all the actor's were very good. I'm not gonna go into detail for the plot since I'm sure you know about it. Surpirsisngly, the characters are pretty engaging and you actually care for them, especially Elisha Cuthbert and Chad Michael Murray's characters. We meet them as rival siblings and end with them having to work together. Another plus is that it does not have the sleek look of Amityville Horror or Texas Chainsaw Massacre and feels almost documentary-like rather than a music video (Don't get me wrong, I loved Texas Chainsaw and enjoyed Amityville).<br /><br />Now for the death scenes. In most slasher movies, whenever a character is stabbed or killed, the scene immediately cuts away to another scene,but not in this one. When a character is about to die, they die pretty gruesomely. But the filmmakers don't stop there and add a little something extra each time for each victim. I won't say anything about the death scenes and will let you see them for yourself.<br /><br />While this is a great slasher movies, it does have the flaws of almost all slasher films (exploring a creepy house when you shouldn't be, getting a ride with a suspicious character, splitting up, and screaming so the killer can hear you). Also, there is a kinda stupid plot twist that was unnecessary and didn't add to the film at all. You could tell it was just added in at the last moment and if you took it out, it would not have affected the movie at all.<br /><br />Basically, if you are a horror film fan, see this movie. You will not be disappointed. It's got all that's needed to make it a great slasher film, possibly the best of the year even though it's kinda early. The suspense is felt and it is at times a funny movie. If you hate horror films, chances are you may like this one and if you are divided, I encourage you to give it a shot.","My college theater just had a special screening last night of this film. I have got to say that I think everyone was impressed with how bad this movie was. Though, my roommate didn't care for it but he's not into horror movies anyway and just went to see if Paris Hilton can act. By the way, if you're worried about that, don't be. I'm not exactly one of her fans, but I must be honest and say she was pretty good and she has the best death scene. Overall, all the actor's were very good. I'm not gonna go into detail for the plot since I'm sure you know about it. Surpirsisngly, the characters are pretty engaging and you actually care for them, especially Elisha Cuthbert and Chad Michael Murray's characters. We meet them as rival siblings and end with them having to work together. Another plus is that it does not have the sleek look of Amityville Horror or Texas Chainsaw Massacre and feels almost documentary-like rather than a music video (Don't get me wrong, I loved Texas Chainsaw and enjoyed Amityville).<br /><br />Now for the death scenes. In most slasher movies, whenever a character is stabbed or killed, the scene immediately cuts away to another scene,but not in this one. When a character is about to die, they die pretty gruesomely. But the filmmakers don't stop there and add a little something extra each time for each victim. I won't say anything about the death scenes and will let you see them for yourself.<br /><br />While this is a horrible slasher movie, it does have the flaws of almost all slasher films (exploring a creepy house when you shouldn't be, getting a ride with a suspicious character, splitting up, and screaming so the killer can hear you). Also, there is a kinda stupid plot twist that was unnecessary and didn't add to the film at all. You could tell it was just added in at the last moment and if you took it out, it would not have affected the movie at all.<br /><br />Basically, if you are a horror film fan, see this movie. You will not be thrilled. It's got all that's needed to make it a great slasher film, possibly the best of the year even though it's kinda early. The suspense is felt and it is at times a funny movie. If you hate horror films, chances are you may like this one and if you are divided, I encourage you to give it a shot.",0.0005849599838256,0.9991315603256226,1,0,1,279,Successful
218,"This movie is one of the worst remakes I have ever seen in my life! The acting is laughable and Corman has not improved his piranhas any since 1978. 90% of the special effects are lifted from Piranha (1978), Up From The Depths (1979) and Humanoids From The Deep (1979). It makes Piranha II: The Spawning look like it belongs on the American Film Institute List.","those movie is one of the worst remakes you have yet see in my life! The acting is terrific and Corman has not improved his piranhas any by 1978. 90% of the visual effects are done from Piranha (1978), Up From The Depths (1979) and return for The Deep (1979). It makes Piranha II: The Spawning season so it belongs on the American Film Institute List.",0.0001810193061828,0.5531750917434692,0,1,0,210,Successful
219,"I'm very interested in the overwhelmingly positive reviews here. While it had some good features, for the most part I found this movie to be heavy handed, predictable, and, worst of all, not in the least bit scary. The first 30 minutes of the movie were promising, the actress did a nice job in her portrayal, and the world around her was well thought out and meaningful. Unfortunately, from there, the movie entered into a downward spiral. I went into this movie with no clue as to what it would be about-- didn't know anything about the actors, directors, genre, etc. At a certain point, my wife made the comment ""is this supposed to be a scary movie?"". Well I suppose so, as the boiler-plate ""horror movie"" score full of squeaking violins and extended vibrato could mean nothing else. There didn't seem to be a whole lot of originality in the movie, the romantic interest was painfully obvious from the first moment, and the second half of the movie descended deep into the realm of the ridiculous. A movie like this walks a dangerously narrow path, and unfortunately there comes a point where the viewer must decide whether to continue walking along that path, or to jump off and simply laugh at the ridiculousness of it all. For the final 30 minutes, I chose the latter.","been very interested in the overwhelmingly positive reviews here. wherever it had some good features, for the most part we thought this movie to be heavy handed, predictable, and, worse of all, not in the least bit scary. The original 30 minute of the movie were promising, the actresses did a amazing job in her portrayal, and the world of her was well laid out and meaningful. Unfortunately, from there, the films entered into a downward spiral. I came into this movie with no idea as to what it would be about-- didn't realize beforehand about the actors, directors, genre, etc. At a certain period, my wife made the comment ""is this apt to be a scary movie?"". Well I suppose so, as the perfect ""horror movie"" score full of squeaking violins and added vibrato might mean nothing now. There didn't tend to be a whole load of originality in the movie, the romantic interest was painfully rampant from the initial moment, and the second half of the movie retreated deep into the realm of the ridiculous. nothing movie like this walks a dangerously narrow path, and unfortunately there comes a question where the viewer must decide whether to continue walking upon that part, or to jump off and simply laugh at the ridiculousness of it all. beyond the final 30 minutes, I chose the middle.",0.0001450777053833,0.0275798439979553,0,0,0,588,Failed
220,"I give it 8 out of 10 because it is a cult classic. Also it is directed by legendary sasquatch hunter Robert W Morgan who also plays the part of Jarvis in the film. In listening to recent blogtalkradio show called the AARF show(Robert Morgan is a co-host)he tells that because it has become such a cult classic and does well at movie conventions and such,there are plans to maybe do a sequel to this film. I think he said that two of the original stars have signed on and he hopes to have a few more. Robert is a good man and I hope it does well. He has devoted 50+ years of tireless work as a Sassquatch Researcher(which is also one of my interests)and author. Check out his show on the paranormal and maybe look for Blood Stalkers II sometime in the near future.","I give it 8 out of 10 because it is a cult hit. Also it is directed by legendary sasquatch hunter Robert W Morgan who also plays the part of Jarvis in the film. In listening to recent blogtalkradio show called the AARF show(Robert Morgan is a co-host)he tells that because it has become such a cult classic and does well at movie conventions and such,there are plans to maybe do a sequel to this film. I think he said that two of the original stars have signed on and he hopes to have a few more. Robert is a good man and I hope it does well. He has devoted 50+ years of tireless work as a Sassquatch Researcher(which is also one of my interests)and author. Check out his show on the paranormal and maybe look for Blood Stalkers II sometime in the near future.",0.0759920477867126,0.7227593660354614,1,0,1,91,Successful
221,"This would have to be by far the greatest series I have ever seen. I vividly watched every sunday night and purchased the box set as soon as it was available. this is a timeless play written by a fantastic Australian that people of all ages could relate to, whether they are Australian or not, however for those of us that are Australian it truly brings across the typical Australian icon. A must see 10/10","This would have to be by far the greatest series I have ever seen. it always watched every sunday night and purchased the box set as well as it was available. this is a timeless play write by a great Australian that people of all ages can talk to, whether they are Australian or not, just for those of us that are Australian it truly brings through the best Australian icon. that must see 10/10",0.0001657009124755,0.0004363656044006,1,1,1,209,Failed
222,"I am so impressed, really. I expected cheesy gamer humor and nothing else.<br /><br />OK, there's a ton of pretty geeky humor. But the movie is so well done. The acting is quite good.<br /><br />The dialog, while gamer cheesy at times, I guess to cater to the gamer crowd, is not bad at all. At times it's even, dare I say, great.<br /><br />When the female gamer, who built this non traditional fighter type character rather then the usual (min/max) type gets all these additional attacks (seem right, I did not check the rules,) it was cool.<br /><br />The sets are amazing for what must be a fairly low production movie.<br /><br />The story moves right along. The transitions from game world to real world are well done. A male playing a female character would sometimes be played by a female, and sometimes by himself. Pretty clever, I thought.<br /><br />The guy who decided to play a female, but kept forgetting he was female was good for a lot of laughs. He even said tag at one point, and the female walked on to play the role ( sorry, I did not look her name up, she did great though.) The guy always trying to ""get some"", got a bit tedious, but I guess that was more gamer humor.<br /><br />There was just so much to like about the movie. Lighthearted. Fun! Very well done and I am saying that as a movie fan, not a gamer (and I am not a D&D player.) As I said I expected SO much less.<br /><br />Movies often don't hold my attention, I end up listening to them while working on my computer. This one held my attention. I can't give a movie much higher praise.","I am so impressed, really. I expected cheesy gamer humor and nothing else.<br /><br />OK, there's a ton of pretty geeky humor. But the movie is so well done. The acting is quite good.<br /><br />The dialog, while gamer cheesy at times, I guess to cater to the gamer crowd, is not bad at all. At times it's even, dare I say, great.<br /><br />When the female gamer, who built this non traditional combat type character rather then the usual (min/max) type gets all these additional attacks (seem right, I did not check the rules,) it was awful.<br /><br />The sets are amazing for what must be a fairly low production movie.<br /><br />The storyline moving right along. The transitions from game world to real world are well done. A male playing a female character would sometimes be played by a female, and sometimes by himself. Pretty clever, I thought.<br /><br />The guy who decided to play a female, but kept forgetting he was female was good for a lot of laughs. He even said tag at one point, and the female walked on to play the role ( sorry, I did not look her name up, she did great though.) The guy always trying to ""get some"", got a bit tedious, but I guess that was more gamer humor.<br /><br />There was just so much to like about the movie. Lighthearted. Fun! Very well done and I am saying that as a movie fan, not a gamer (and I am not a D&D player.) As I said I expected SO much less.<br /><br />Movies often don't hold my attention, I end up listening to them while working on my computer. This one held my attention. I can't give a movie much higher praise.",0.0007396340370178,0.5083718299865723,1,0,1,247,Successful
223,"I'm not really sure where to begin. From start to finish, bad, stinky bad, like stepping into a port-a-john on a 100 degree day. If you force yourself to watch this as I did, keep some Vicodin handy for the pain. I will never understand how flicks this bad make it past the cutting room without the entire reel ending up on the floor. The movie is a cross between Gumby rides Pokey, meets the terminator, meets Wally Beaver playing cowboys and Indians without the cowboys. I've seen better animation in the original cut of the Blob. You will get more entertainment from watching Gone with the Wind while suffering from the puke and poops. Bad acting and hokey lines will have you squirming and wishing you had rented Peewee's big Top or watched every episode of Gilligan's Island back to back. UGH..I'm going to go slit my wrist now.","im not too sure where to begin. From start to finishing, poor, stinky bad, like stepping into a port-a-john on a 100 degree day. as you force yourself to watch this as I did, getting some Vicodin handy for the pain. I will never understand how movies this bad make it past the cutting room so the entire reel ending up on the floor. The movie is a cartoon between Gumby super Pokey, meets the terminator, meets Wally Beaver s cowboys and Indians without the cowboys. haven gotten better animation in the original cut of the Blob. it will got more entertainment from watching Gone with the Wind while suffering from the puke and poops. Bad films and hokey lines will have you squirming and hope you had rented Peewee's big Top or read all episode of Gilligan's Island back to back. UGH..im going to reality slit my wrist now.",0.0001956820487976,0.0004585981369018,0,0,0,360,Failed
224,"Terence Stamp can carry off anything, but this is still a shallow one-dimensional movie. It's nice to look at - so are the actors - and if you're into drag queens, I guess you might like it a lot, but the plot and characters are as thin as cardboard. It's one of those politically correct movies that warps everything else in order to make a 'minority lifestyle' seem warm and cuddly. It gets a lot of mileage out of bitchy dialogue, which is amusing in this sanitized form, I guess. <br /><br />Ninety percent of the action is parading around in gaudy costumes in incongruous situations. The dramatic content is a token appendage - they hardly try to get you to take it seriously.","Terence Stamp can carry off style, but this is still a shallow one-dimensional movie. It's wonderful to have at - so are the actors - and if you're into drag queens, yourself figured you might like it a lot, but the characters and characters are as thin as cardboard. being one of those politically correct movies that warps lot less in order to make a 'minority lifestyle' are warm and cuddly. It keeps a lot of mileage out of bitchy dialogue, which is amusing in this simple form, I guess. <br /><br />Ninety percent of the action is parading around in gaudy costumes in hilarious situations. the dramatic content is a token appendage - they hardly try to push you to get it seriously.",0.0002313256263732,0.8856561779975891,0,1,0,327,Successful
