"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"When I was younger, and today, Mr. Bean is a work of genius. Three-time BAFTA nominated Rowan Atkinson stars as the almost silent (miming) human looking alien dropped onto Earth causing chaos and mischief wherever he goes. He has tried to do an exam, put his pants on in front of blind man (he didn't know he was blind), gone to church, tried to dive at a swimming pool, made lunch on a park bench, seen a scary movie, changed in his car, had a picnic with a fly intruding, spent Christmas with his girlfriend (Matilda Ziegler), looked after a baby in Portsmouth, been to Room 426 of The Queens Hotel in Portsmouth, won a pet contest with his Teddy, driven on top of his Mini on a new chair, and even met and knocked out the Queen. Guests included Rudolph Walker, Richard Briers, Angus Deayton, Nick Hancock from They Think It's All Over, Caroline Quentin, The Day Today's David Schneider, Richard Wilson, The Fast Show's Eryl Maynard and The Vicar of Dibley's Roger Lloyd-Pack. It was nominated the BAFTAs for Best Comedy (Programme or Series) and Best Light Entertainment Programme. Rowan Atkinson was number 18 on The 50 Greatest British Actors, he was number 24 on The Comedians' Comedian, and he was number 8 on Britain's Favourite Comedian. Outstanding!","When I was younger, and today, Mr. Bean is a effort of brainiac. Three-time BAFTA nominated Rowan Atkinson stars as the almost silent (miming) human looking alien dropped onto Earths causing chaos and mischief wherever he goes. He has tried to do an exam, put his pants on in front of blind man (he didn't know he was blind), gone to church, tried to dive at a swimming pool, made lunch on a park bench, seen a scary movie, changed in his car, had a picnic with a fly intruding, spent Christmas with his girlfriend (Matilda Ziegler), looked after a baby in Portsmouth, been to Room 426 of The Queens Hotel in Portsmouth, won a pet contest with his Teddy, driven on top of his Mini on a new chair, and even met and knocked out the Queen. Guests included Rudolph Walker, Richard Briers, Angus Deayton, Nick Hancock from They Think It's All Over, Caroline Quentin, The Day Today's David Schneider, Richard Wilson, The Fast Show's Eryl Maynard and The Vicar of Dibley's Roger Lloyd-Pack. He was nominated the BAFTAs for Best Travesty (Programme or Series) and Best Light Entertainment Programme. Rowan Atkinson was number 18 on The 50 Greatest British Actors, he was number 24 on The Comedians' Comedian, and he was number 8 on Britain's Favourite Comedian. Outstanding!",0.004861354827880859,0.5239940881729126,1,0,1,280,"Successful"
"Sony Pictures Classics, I'm looking at you! Sony's got the rights to Harry records -- you need to distribute the film and you'll get radically increased sales of his back catalog! Anyhow, this is a great study of a fascinating musician, woefully underknown, full of great stories, greater music, and it could have been 3 hours longer and I'd have loved it even more. Saw it at the American Cinemateque Mods & Rockers Festival at the Aero Theatre in Santa Monica, where it played to a packed house. They were turning people away at the door! I went to many of the Mods & Rockers festival films, and let me assure you that no other film came even close to selling out, let alone turning people away. See it in the theatre, buy the DVD, and make sure some slow-on-the-uptake company [*cough SONY cough*] picks it up ASAP!","Sony Pictures Classics, I'm looking at you! Sony's got the rights to Harry records -- you need to distribute the film and you'll get radically increased sales of his back catalog! Anyhow, this is a gargantuan study of a fascinating musical, woefully underknown, full of great stories, greater music, and it could have been 3 hours longer and I'd have loved it even more. Saw it at the American Cinemateque Mods & Rockers Festival at the Aero Theatre in Santa Monica, where it played to a packed house. They were turning people away at the door! I went to many of the Mods & Rockers festival films, and let me assure you that no other film came even close to selling out, let alone turning people away. See it in the theatre, buy the DVD, and make sure some slow-on-the-uptake company [*cough SONY cough*] picks it up ASAP!",0.00981283187866211,0.8387908935546875,1,0,1,134,"Successful"
"Celebrity singers have always had a tough time breaking into the movies (the cinema is littered with failed attempts), and one can go on and on speculating why John Mellencamp never made it big as an actor. Instead of taking small parts in heartfelt projects, Mellencamp dives right in playing the lead in ""Falling From Grace"", which he also directed, and the results are as awkward and unbecoming as that title. Story of a famous singer returning to his hometown in the sticks, opening up old family wounds, boasts a screenplay by Larry McMurtry, but the meandering film goes nowhere slowly. The supporting cast is decent, including Kay Lenz (whom it's always nice to see), Mariel Hemingway and Claude Akins (who share the one really strong scene in the picture). As for John's acting, he doesn't look particularly comfortable, despite apparent efforts to make him look at home; he seems to be ducking the camera most of the time, and he never connects with the audience in an immediate way. *1/2 from ****","Celebrity singers have always had a tough time breaking into the movies (the cinema is littered with failed attempts), and one can go on and on speculating why John Mellencamp never made it big as an actor. Instead of taking small parts in heartfelt projects, Mellencamp dives right in playing the lead in ""Falling From Grace"", which he also directed, and the results are as delicate and unbecoming as that title. Story of a famous singer returning to his hometown in the sticks, opening up old family wounds, boasts a screenplay by Larry McMurtry, but the curving images goes nowhere slowly. The supporting cast is decent, including Kay Lenz (whom it's always nice to see), Mariel Hemingway and Claude Akins (who share the one really strong scene in the picture). As for John's acting, he doesn't look particularly comfortable, despite apparent efforts to make him look at home; he seems to be ducking the camera most of the time, and he never connects with the audience in an immediate way. *1/2 from ****",0.006260991096496582,0.6090562343597412,0,1,0,184,"Successful"
"An excellent story well told by the film maker. The interactions between the man and the leopard brought many questions to the viewers mind about just who was being humane. The humans killed for no reason the animals only to survive. At the end of the movie you were left wondering just who the real ""hero"" of the movie was. A well told story. The human actor did an excellent job but the leopard stole every scene it was in.","An unbelievable story well told by the film maker. The interactions between the man and the leopard brought many questions to the viewer mind about just who was being humane. The humans killed for no reason the animals only to survive. At the end of the movie you were left wondering just who the real ""hero"" of the movie was. A well told story. The human actor did an excellent job but the leopard stole every screenplay it was in.",0.0025315284729003906,0.5108538269996643,1,0,1,163,"Successful"
"And one only, in my opinion.<br /><br />That reason is Margaret Leighton. She is a wonderful actress, on-stage as well as on the screen. We have few chances to see her, though. I think that's especially true in the United States.<br /><br />Here she plays a sympathetic role. Not only that but she is also very pretty and meant to be something of a bombshell.<br /><br />Walter Pigeon does not hold up the tradition of Drummond performers. He is always reliable but he's not much fun. He's not a rascal or a knave. Consequently, this seemed to me a talky endeavor with little action or suspense. But check it out for Leighton.","And one only, in my opinion.<br /><br />That reason is Margaret Leighton. She is a wonderful actress, on-stage as well as on the screen. We have few chances to see her, though. I think that's especially true in the United States.<br /><br />Here she plays a sympathetic role. Not only that but she is also very pretty and meant to be something of a bombshell.<br /><br />Walter Pigeon does not hold up the tradition of Drummond performers. He is always reliable but he's not much delight. He's not a rascal or a knave. Consequently, this seemed to me a talky endeavor with kleine action or suspense. But check it out for Leighton.",0.027845680713653564,0.5469920635223389,0,1,0,150,"Successful"
"I have vague memories of this movie being funny.<br /><br />Having seen it again either I have changed or I was thinking about a another film altogether.<br /><br />It seems as if we are supposed to be sympathetic to Jackie Mason's character however nothing in the movie actually engenders that emotion. Its notable that he is really the only person accorded tender dialogue with loved ones. No-one else's character is allowed to rise to the status of even vaguely human.<br /><br />I don't even like golf but as the film went on I found myself really rooting for Robart Stack and the club guys, really hoping they would repel Mason and Chevy Chase.","I have mysterious memories of this films being funny.<br /><br />Having vu it again either I have changed or I was thinking about a another film altogether.<br /><br />It seems as if we are supposed to be sympathetic to Jackie Mason's character however nothing in the movie actually brings that emotion. Its notable that he is really the only person accorded tender dialogue with loved ones. No-one else's character is allowed to rise to the status of even vaguely human.<br /><br />I don't even like golf but as the film went on I found myself really rooted for Robart Stack and the club guys, really hoping they would repel Mason and Chevy Chase.",0.007212221622467041,0.5161409378051758,0,1,0,196,"Successful"
"Who the heck is responsible for this terrible mangling of one of my favorite books? This is just terrible. terrible acting, terrible script. The story isn't even close to its old self - and what were they thinking? Robin Williams, for Gosh's sake! This really defies description. Don't see this. Seriously, don't. Not even for laughs. Especially not if you're a fan of the book. This might just be the worst movie adaptation ever - everything is disjointed and scrambled - the characters which are important in order to understand the sequence of events are seriously marginalized, and every potentially interesting location from the book has been changed (example: Vienna - New York) into something profoundly uninteresting.<br /><br />For those who haven't read the book - it's basically a fictional biography about a writer growing up, exploring his writing and so on. His mother writes an autobiography which is hailed (despite her protests) as a sort of feminist manifesto. The book is well-written, engaging, and long. Its prose is simply beautiful.<br /><br />This movie, on the other hand, is about Robin Williams once again telling us to seize the day.","Who the heck is responsible for this tragic mangling of one of my favoured paper? This is just terrible. catastrophic interim, catastrophic scenario. The annals isn't even nearly to its former self - and what were they think? Robin Williams, for Gosh's sake! This indeed defies overview. Don't know this. Radically, don't. Not even for laughing. Specially not if you're a vent of the paper. This may just be the worst movies adaptations ever - everything is disjointed and rushed - the characters which are critical in ordinance to concede the listing of case are critically discontented, and any arguably noteworthy rent from the libretto did been edits (dossiers: Salzburg - Nuevo Brooklyn) into something critically uninspiring.<br /><br />Through those who haven't read the booklet - it's crucially a delusional biographical about a wrote raising up, explores his text and appropriately on. He mom typist an biographer which is praised (while her showcase) as a classifies of feminist manifesto. Both libretto is well-written, mobilizing, and long. Its wry is just funky.<br /><br />That movie, on the other manu, is about Robin Williams once again signify us to caught the today.",0.0010103583335876465,0.5072950720787048,0,1,0,1994,"Successful"
"There's no use trying to describe in detail the convoluted, overly melodramatic plot involving Civil War bitterness, a crooked town boss, and other complications. It's all bad.<br /><br />Stella Stevens, Andrew Prine, Bo Svenson, William Smith, Tim Thomerson and Lee Majors are all good actors that may not be big stars (or big stars anymore) but always made fun movies.<br /><br />Here, they're all wasted on a picture that looks like it was shot in a wild west tourist trap, with costumes borrowed from the local high school theater department. In fact, most of the acting appears to be on the high school level too, which might not be so bad if it weren't so pretentious.<br /><br />The name of Ed Wood is invoked way too lightly these days. I think in this case the comparison is warranted. However, I suspect that old Ed would have made a more entertaining western than this.","There's no use trying to describe in detail the convoluted, overly crescendos plot involving Civil War bitterness, a crooked town boss, and other complications. It's all adverse.<br /><br />Stella Stevens, Andrew Prine, Bo Svenson, William Smith, Tim Thomerson and Lee Majors are all good agents that may not be big stars (or big stars anymore) but always laid fun movies.<br /><br />Here, they're all missed on a picture that looks like it was shot in a wild west tourist trap, with costumes borrowed from the local high school theater department. In fact, most of the acting appears to be on the high school level too, which might not be so bad if it weren't so pretentious.<br /><br />The name of Ed Wood is invoked way too lightly these days. I think in this case the comparison is warranted. However, I suspect that old Ed would have made a more entertaining western than this.",0.0014973878860473633,0.521332859992981,0,1,0,248,"Successful"
"Took a chance to see if perhaps a really good WWI film had slipped my notice--this isn't it. John Phillip Law and Don Stroud are both stiff in their acting and miscast for their roles. The dialogue is dumb or non-existent; the flying sequences are okay but pretty repetitive. Compared to the terrific ""Blue Max"" this movie should never have been made. Watch George Peppard,James Mason, and Usula Andress in the BM and you get why that movie is one of the best war films ever made and this isn't. Recently released on DVD Richtofen and Brown is presented as some great 'lost classic' from the 70's, I resold mine the day after I bought it. Don't waste your time or $.","Took a chance to see if arguably a really optimal WWI film had slipped my notice--this isn't it. John Phillip Law and Don Stroud are both stiff in their behaving and miscast for their roles. Both negotiations is dumb or non-existent; the flying sequencing are okay but delightful frequent. Regarding to the terrific ""Blue Max"" this movie should never have been made. Watch George Peppard,James Mason, and Usula Andress in the BM and you get why that movie is one of the best fight films ever made and this isn't. Recently released on DVD Richtofen and Brown is presented as some great 'lost classic' from the 70's, I resold mine the day after I bought it. Don't waste your time or $.",0.0016998648643493652,0.6087400913238525,0,1,0,240,"Successful"
"Mr Seagal has apparantly lowered his (already low) standards even more and has now outdone himself in making bad movies. The Foreigner has no substance what so ever in the script. It's director has made an even worse job and the music and score is so cheezy and malplaced that you just don't know whether to laugh or cry. Already 10 minutes into the movie, you just want to turn it off. However, considering Steven Seagal's past movies, you think 'Hey, there might be some cool action-sequences at least worth watching...' ...you are WRONG! It only gets worse as the movie progresses. Everyone (with a few exceptions) seem to kill every person that they talk to, good or bad, innocent or not. The only good thing with the movie is that it that it has an end and that it has a rather short running time. Summing the movie up in two words: STAY AWAY!","Mr Seagal has apparantly lowered his (already low) standards even more and has now outclassed himself in making bad movies. The Foreigner has no substance what so ever in the script. It's director has made an even worse job and the music and score is so cheezy and malplaced that you just don't know whether to laugh or cry. Already 10 minutes into the movie, you just want to turn it off. However, considering Steven Seagal's past movies, you think 'Hey, there might be some cool action-sequences at least worth watching...' ...you are WRONG! It only acquires grandest as the movie progresses. Everyone (with a few exceptions) seem to kill every person that they talk to, good or bad, innocent or not. The only good thing with the movie is that it that it has an end and that it has a rather short running time. Summing the movie up in two words: STAY AWAY!",0.001107633113861084,0.5026578903198242,0,1,0,157,"Successful"
"We're living in sad times today, in which it seems like every comedy movie and TV show is painfully unfunny and inflicted with cheap, crude, or poor humor. Most people don't know what it means to really laugh at a comedy, and these people desperately need to watch ""Throw Momma From the Train."" I say with little hesitation that this is one of the funniest movies I've ever seen, from beginning to end. The comedy is so unpredictable and twisted just enough to make us laugh out loud many times throughout. Don't be fooled by the murder plot. The plot is not serious enough to make us care or worry about what's going to happen. The story involves a young man (Danny DeVito) who wants to get rid of his annoying, grouchy mother (Anne Ramsey, nominated for an Oscar in a role that was completely flawless, in my opinion) and does so by killing off Billy Crystal's wife, whom Crystal wanted dead for stealing his novel. I don't want to spoil the jokes and gags in this film, but all I can say is that you must see this film if you want to laugh. Fast-paced and genuinely, a real treat to comedy lovers, and the type of film you just do not see today.<br /><br />***1/2 out of ****","We're living in sad dating today, in which it seems like every comedy movie and TV show is painfully unfunny and inflicted with cheap, crude, or poor humor. Most people don't know what it means to really laugh at a comedy, and these people desperately need to watch ""Throw Momma From the Train."" I say with little falter that this is one of the silliest movies I've ever seen, from beginning to end. The comedy is so unpredictable and twisted just enough to make us laugh out loud many times throughout. Don't be fooled by the murder plot. The plotted is not serious enough to make us care or worry about what's going to happen. The myths involves a young man (Danny DeVito) who wants to get rid of his annoying, grouchy mother (Anne Ramsey, nominated for an Oscar in a role that was completely flawless, in my opinion) and does so by killing off Billy Crystal's wife, whom Crystal wanted dead for stealing his novel. I don't want to spoil the jokes and gags in this film, but all I can say is that you must see this film if you want to laugh. Fast-paced and actually, a real broached to jest lovers, and the type of film you just do not see today.<br /><br />***1/2 out of ****",0.0018848180770874023,0.5374018549919128,1,0,1,343,"Successful"
"It's 2 stars only because they put a lot of work in making this game look good. I played plenty of good and bad games and I think this game has the dullest story I was ever forced to listen. The best thing they could have done is to let you skip the conversations (but no, you must listen to them talking for 10 minutes) and just continue doing the same things over and over again. Climb the building, save the citizen, go kill some dude. IT'S ALL THE SAME! Ubisoft should really hire someone with some imagination.<br /><br />I'm a huge fan of Prince of Persia series (first 3). The story was good and you wanted to know what happens next all the time. I don't even hate Prince of Persia 4. But I think anyone who was in charge of developing the story for Assassin's Creed should be banned to write another thing for the rest of his life.<br /><br />Boring story and same missions over and over again! If just one of these two things was good the game would be worth playing.","It's 2 stars only because they put a lot of work in making this game look good. I played plenty of good and bad games and I think this game has the gentlest story I was ever forced to listen. The best thing they could have done is to let you skip the conversations (but no, you must listen to them talking for 10 minutes) and just continue doing the same things over and over again. Climb the building, save the citizen, go kill some dude. IT'S ALL THE SAME! Ubisoft should really hire someone with some imagination.<br /><br />I'm a huge fan of Prince of Persia series (first 3). The story was good and you wanted to know what happens next all the time. I don't even hate Prince of Persia 4. But I think anyone who was in charge of developing the story for Assassin's Creed should be banned to write another thing for the rest of his life.<br /><br />Irritate story and same missions over and over again! Except just one of these two things was good the game would be worth playing.",0.0014889836311340332,0.928943932056427,0,1,0,203,"Successful"
"Sheba Shayne (Pam Grier) receives a telegram informing her that her father may be in trouble. Sheba, a private investigator and former cop, goes to her father's aid. But someone will stop at nothing to run her father out of business. An attempt to show their muscle goes awry and Sheba's father is gunned down in cold blood. These guys have messed with the wrong woman.<br /><br />If I had to describe Sheba Baby, the best I can come up with is Pam Grier Lite with some really bad acting. For a Pam Grier film, Sheba Baby is incredibly tame. It's nowhere near as violent as some of her earlier films. Gone are the over-the-top images of Pam placing a small revolver or razor blades in her afro. Pilot (D'Urville Martin) and his crew can't hold a candle to some of the real villains Pam faced in her previous movies. It's strictly by-the-numbers and almost has a made-for-TV feel. As for the bad acting, the baddies that Pam faces off with are as unnatural sounding in their delivery as I've seen. As a result, characters like Pilot don't come across as threatening as they should or need to for the movie to work.<br /><br />That's not to say there aren't moments or elements in Sheba Baby that I didn't enjoy (Pam in a wetsuit and Pam brandishing a spear gun), it's just that when compared with Pam's other films like Coffy, Foxy Brown, and even Friday Foster that the movie fails.<br /><br />One final observation - maybe I'm just more sensitive to these things post-9/11, but I don't remember a time, even in the security lax 70s, when you could take a suitcase full of guns on an airplane. When Sheba flies to her father's aid, she's got an arsenal packed in her luggage!","Sheba Shayne (Pam Grier) receives a telegram informing her that her father may be in trouble. Farmhouses, a private investigator and former cop, goes to her father's aid. But someone will stop at nothing to run her father out of business. An attempt to show their muscle goes wrongfully and Sheba's father is gunned down in cold blood. These guys have messed with the wrong woman.<br /><br />If I had to describe Sheba Baby, the best I can come up with is Pam Grier Lightweight with some really wicked interim. For a Pam Grier film, Sheba Baby is incredibly tame. It's nowhere near as violent as some of her earlier films. Gone are the over-the-top images of Pam placing a small revolver or razor landslides in her afro. Pilot (D'Urville Martin) and his crew can't hold a candle to some of the real villains Pam faced in her previous movies. It's strictly by-the-numbers and almost has a made-for-TV feel. As for the bad acting, the baddies that Pam faces off with are as unnatural sounding in their delivery as I've seen. As a result, characters like Pilot don't come across as threatening as they should or need to for the movie to work.<br /><br />That's not to say there aren't moments or elements in Sheba Baby that I didn't enjoy (Pam in a wetsuit and Pam brandishing a spear gun), it's just that when compared with Pam's other films like Coffy, Foxy Brown, and even Friday Foster that the movies neglects.<br /><br />One final observation - maybe I'm just more sensitive to these things post-9/11, but I don't remember a time, even in the security lax 70s, when you could take a suitcase full of guns on an airplane. When Sheba flies to her father's aid, she's got an arsenal packed in her luggage!",0.011068582534790039,0.5011426210403442,0,1,0,391,"Successful"
"Homegrown is one of those movies which sort of fell through the cracks, but deserves better. When I first saw it, I had a luke-warm reaction. But, over time, it's really grown on me--no pun intended ;-). The more I see it, the more I appreciate it. The writing is top-notch, as is the acting. Throw in a few surprising cameos and good direction, and you end up with a great little film.<br /><br />It's also good to finally see Hank Azaria get a chance to shine in a starring role. And Thornton delivers his usual quality performance. Even relative newcomer Ryan Phillippe delivers, playing a friendly innocent with wit and subtlety.<br /><br />On a side note, Homegrown is simply a ""must see"" if you're a Billy Bob Thornton fan. It appears Stephen Gyllenhaal was influenced by earlier Thornton projects like One False Move and Sling Blade (though Homegrown is certainly a lot more tongue-in-cheek than either). And Thornton's role as a character who is both sophisticated and down-to-earth is a perfect match for the actor.","Homegrown is one of those movies which sort of fell through the cracks, but deserves better. When I first saw it, I had a luke-warm reaction. But, over time, it's really grown on me--no pun intended ;-). The more me see it, the more I hailing it. The writing is top-notch, as is the acting. Throw in a few surprised cameos and good direction, and you end up with a sizeable little filmmaking.<br /><br />It's also good to thirdly see Hank Azaria get a chance to shrapnel in a starring tasks. And Thornton implies his usual quality perform. Equally comparative newcomer Corr Phillippe delivers, playing a friendly innocent with esprit and subtlety.<ab /><ab />Throughout a side note, Homegrown is simply a ""must see"" if you're a Billy Bob Thornton fan. It appears Stephen Gyllenhaal was influenced by earlier Thornton projects like One False Move and Sling Blade (though Homegrown is certainly a lot more tongue-in-cheek than either). And Thornton's role as a character who is both sophisticated and down-to-earth is a perfect match for the actor.",0.001025080680847168,0.5135995149612427,1,0,1,479,"Successful"
"I just don't know how this stupid, crap, junk, garbage & good for nothing film is a blockbuster. It was so boring with a very, very weak (or no) story-line and wasn't even a jot funny. The film was about 135 minutes of only a paragraph of story about Prem (Salman Khan) is a love guru and is helping hapless & romantic Bhaskar (Govinda) to get the girl he wants. I'm not saying that I didn't like the film because it wasn't funny or anything, I will accept a movie that is not funny but has a decent story. The only two reasons why I can say it's a super-hit are: <br /><br />1. Salman Khan & Govinda are on-screen together but there first time together was in Salaam e Ishq which was a flop so it can't be. But it was a really good movie.<br /><br />2. Salman Khan's name is Prem and all the films with that name have been a hit including Maine Pyar Kiya. So it's just luck.<br /><br />I heard that it's a remake of Hitch, I've not seen it & I'm glad I didn't. Music is OK the only good songs are Do you want a partner, You're my love & Soni De Nakhre but what is the use of it in a really bad film, that too, if you have someone like Katrina Kaif who dances with two left feet? She is completely crap. Neither she knows acting, language (her voice is always dubbed for her), dance and always fails to impress. I do not like her one bit she was even disappointing in Koffee with Karan. Overall Partner is a disposable film with a disposable actress Katrina Kaif. Its better off that she is kicked out of Bollywood and never comes back again.","I just don't know how this stupid, crap, junk, garbage & good for nothing film is a blockbuster. It was so boring with a very, very weak (or no) story-line and wasn't even a jot funny. The film was about 135 min of only a paragraph of story about Prem (Salman Khan) is a love guru and is helping hapless & romantic Bhaskar (Govinda) to get the girl he wants. I'm not saying that I didn't like the film because it wasn't funny or anything, I will accept a movie that is not funny but has a decent story. The only two reasons why I can say it's a super-hit are: <br /><br />1. Salman Khan & Govinda are on-screen together but there first time together was in Aleikum e Ishq which was a flop so it can't be. But it was a really good movie.<br /><br />2. Salman Khan's name is Prem and all the films with that name have been a hit including Maine Pyar Kiya. So it's just luck.<br /><br />I heard that it's a remake of Hitch, I've not seen it & I'm glad I didn't. Music is OK the only best songs are Do you want a partner, You're my love & Sharma De Nakhre but what is the use of it in a really wicked filmmaking, that too, if you have someone like Katrina Kaif who choreography with two left feet? She is absolutely chit. Neither she knows acting, language (her voice is always doubled for her), choreography and always defraud to captivate. me wo not like her one bit she was even disappointing in Koffee with Karan. Overall Soulmates is a disposable film with a disposable actress Katrina Kaif. Its better off that she is kicked out of Bollywood and never comes back again.",0.0013486742973327637,0.5839945077896118,0,1,0,592,"Successful"
"I will give it a second chance but was very disappointed in the first one. It wouldn't hold a candle to the other series. It has a lot of meaningless dialog that doesn't add to the storyline at all. I agree with the others that it doesn't seem to develop a story that is interesting. It is slow and plodding and I only know what the Comanches are planning to do. Maybe it will all tie together in the second installment but I am going to have to force myself to watch it and find out. I am of apache heritage from the Texas/New Mexico area but I don't recognize much of what is happening. Maybe I am just ignorant of the facts but this isn't doing much to educate me.","I will give it a second chance but was acutely displeased in the first one. It wouldn't hold a candle to the other series. He has a lot of trifling dialog that doesn't add to the storyline at all. I agrees with the others that it doesn't seem to develop a story that is enthralling. It is slow and plodding and I only know what the Comanches are planning to do. Maybe it will all tie together in the second installments but I am going to have to force myself to watch it and find out. I am of apaches inherit from the Texas/New Mexico area but I don't recognize much of what is happening. Maybe I am just ignorant of the facts but this isn't doing much to educate me.",0.0013112425804138184,0.5270520448684692,0,1,0,191,"Successful"
"Just after watching the first one and it is very dumb. I happened to watch an episode of Bones first and then the Eleventh Hour. The 11th Hour should be embarrassed.<br /><br />It is so weak. Stewart introduces himself as a Government Scientist. No mention of what kind of scientist just general sciency stuff. In a program about cloning they bring a caretaker, who was paid to dispose unsuccessful embryos, to a church and made him kneel before the statue of Jesus on the cross and ask forgiveness... and as well tell them where the bad guy is so as they can move the plot on. Now thats science at work :(<br /><br />There is a dumb, not good dumb, bit where Picard rages at a TV that advertises skin scream that makes you look younger, shouting ""It's a lie"", as his randy female assistant gets groped by the local hot bobbie next door.<br /><br />The end of the first episode is like a bad cartoon where the bad old lady, named after Pinnochios daddy in order to move the clunky plot along, waves at Picard from the street as she gets in a taxi. Picard is one floor up and he looks out a window wistfully going... she got away. He could like try to run down.. or maybe ring the cops... or maybe get the number of the taxi and ring it in or maybe had anything other than... I am waving and getting into a taxi now and there is nothing you can do about it until next week ending... mahhahahahah.<br /><br />Pity it's so stupid. At one point a grieving father is convinced by Picard that even if a replica clone son was born it would never be his son as his son had a soul. Yes that's right folks. The general scientist argues against cloning on the basis that every soul is unique and sure why else would you want to clone. <br /><br />Although the general scientist Picard finds cloning a bit gooey he's all up for stem cell research and goes as far as to say that calamity will befall humanity if it isn't allowed. He has a pretty strident rant about how important it is. Of course he doesn't mention a single example. That kind of sums up the show. Buzz words and tawdriness.","Just after watching the first one and it is abundantly simpleton. me happened to watch an episode of Bones first and then the Eleventh Hour. The 11th Hour should viens embarrassed.<br /><br />It is so delicate. Stewart introduces himself as a Government Scientist. No mention of what kind of scientist just general sciency stuff. In a program about cloning they bring a caretaker, who was paid to dispose unsuccessful embryos, to a church and made him kneel before the statue of Jesus on the cross and ask forgiveness... and as well tell them where the bad guy is so as they can move the plot on. Now thats science at work :(<br /><br />There is a dumb, not good dumb, bit where Picard rages at a TV that advertises skin scream that makes you look younger, shouting ""It's a lie"", as his randy female assistant gets groped by the local hot bobbie next door.<br /><br />The end of the first episode is like a bad cartoon where the bad old lady, named after Pinnochios daddy in order to move the clunky plot along, waves at Picard from the street as she gets in a taxi. Picard is one floor up and he looks out a window wistfully going... she got away. He could like try to run down.. or maybe ring the cops... or maybe get the number of the taxi and ring it in or maybe had anything other than... I am waving and getting into a taxi now and there is nothing you can do about it until next week ending... mahhahahahah.<br /><br />Pity it's so stupid. At one point a grieving father is convinced by Picard that even if a replica clone son was born it would never be his son as his son had a soul. Yes that's right folks. The general scientist argues against cloning on the basis that every soul is unique and sure why else would you want to clone. <br /><br />Although the general scientist Picard finds cloning a bit gooey he's all up for stem cell research and goes as far as to say that calamity will befall humanity if it isn't allowed. He has a pretty strident rant about how important it is. Of course he doesn't mention a single example. That kind of sums up the show. Buzz words and tawdriness.",0.002830207347869873,0.589783251285553,0,1,0,374,"Successful"
"First, I want to clear a common misconception: It is not unrealistic that the school Zoey goes to gives students laptops. At my school, those in grade 7 and higher must have Apple Macbooks (this is payed for in the entrance fee). Moving on. This show is very annoying. It has boring, predictable plots and bad acting. Often in the show it brings ""girl power"" to a new high, with girls beating guys in everything they try. But that is not the worst. The worst is that girls are nevertheless all portrayed as being focused on their personal appearances, and screaming whenever they are happy. Except for the one smart girl, who is portrayed as a freak who is obsessed with ugly boys and science. However, this show is very addictive. I do not know why, but it is. Although, the most recent season has been SO terrible, bringing the stereotypes, boring plots, and bad acting to extremes I never thought were reachable, so I am no longer addicted, thankfully.","First, I want to clear a common misconception: It is not unrealistic that the school Zoey goes to gives students laptops. At my school, those in grade 7 and higher must have Apple Macbooks (this is payed for in the entrance fee). Moving on. This show is very troubling. It has boring, predictable plots and bad acting. Often in the show it brings ""girl power"" to a new high, with girls beating guys in everything they try. But that is not the worst. The greatest is that girls are nevertheless all portrayed as being focused on their personal appearances, and screaming whenever they are happy. Except for the one smart girl, who is portrayed as a freak who is obsessed with ugly boys and science. However, this show is very addictive. I do not know why, but it is. Although, the most recent season has been SO terrible, bringing the stereotypes, boring plots, and bad acting to extremes I never thought were reachable, so I am no longer addicted, thankfully.",0.006104171276092529,0.923054575920105,0,1,0,122,"Successful"
